"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
38,"Ashis","not vetted","Smith, V. J. and Marshall, A. and Lie, M. L. S. and Bidmead, E. and Beckwith, B. and Van Oudgaarden, E. and Robson, S. C.","Implementation of a fetal ultrasound telemedicine service: women's views and family costs","Bmc pregnancy and childbirth","2021","10.1186/s12884-020-03532-4","Background the complexity of fetal medicine (fm) referrals that can be managed within obstetric units is dependent on the availability of specialist ultrasound expertise. Telemedicine can effectively transfer real-time ultrasound images via video-conferencing. We report the successful introduction of a fetal ultrasound telemedicine service linking a specialist fetal medicine (fm) centre and a remote obstetric unit. Methods over a four-year period from october 2015, all women referred for fm consultation from the obstetric unit were seen via telemedicine, excluding cases where invasive testing, intrauterine therapy or cardiac anomalies were anticipated. The outcomes measured included the indication for fm referral; scan duration and image and sound quality during the consultation. Women's perceptions of the telemedicine consultation and estimated costs to attend the fm centre were measured by a structured questionnaire completed following the first telemedicine appointment during the phase 1 of the project. Results overall, 297 women had a telemedicine consultation during phase 1 (pilot and evaluation) and phase 2 (embedding and adoption) of the project, which covered a 4 year period 34 women completed questionnaires during the phase 1 of the study. Travel to the telemedicine consultation took a median (range) time of 20 min (4150), in comparison to an estimated journey of 230 min (120,450) to the fm centre. On average, women would have spent approximately 28 pound to travel to the fm centre per visit. The overall costs for the woman and her partner/ friend to attend the fm centre was estimated to be 439 pound. Women were generally satisfied with the service and valued the opportunity to have a fm consultation locally. Conclusions we have demonstrated that a fetal ultrasound telemedicine service can be successfully introduced to provide fm ultrasound of sufficient quality to allow fetal diagnosis and specialist consultation with parents. Furthermore, the service is acceptable to parents, has shown a reduction in family costs and journey times.","English","Ultrasound; Pregnancy; Fetal medicine; Telemedicine","21",1
39,"Ashis","not vetted","Kinoshita, Takahiro and Moriwaki, Kensuke and Hanaki, Nao and Kitamura, Tetsuhisa and Yamakawa, Kazuma and Fukuda, Takashi and Hunink, Myriam G. M. and Fujimi, Satoshi","Cost-effectiveness of a hybrid emergency room system for severe trauma: a health technology assessment from the perspective of the third-party payer in japan","World journal of emergency surgery","2021","10.1186/s13017-020-00344-x","Background: hybrid emergency room (er) systems, consisting of an angiography-computed tomography (ct) machine in a trauma resuscitation room, are reported to be effective for reducing death from exsanguination in trauma patients. We aimed to investigate the cost-effectiveness of a hybrid er system in severe trauma patients without severe traumatic brain injury (tbi). Methods: we conducted a cost-utility analysis comparing the hybrid er system to the conventional er system from the perspective of the third-party healthcare payer in japan. A short-term decision tree and a long-term markov model using a lifetime time horizon were constructed to estimate quality-adjusted life years (qalys) and associated lifetime healthcare costs. Short-term mortality and healthcare costs were derived from medical records and claims data in a tertiary care hospital with a hybrid er. Long-term mortality and utilities were extrapolated from the literature. The willingness-to-pay threshold was set at $47,619 per qaly gained and the discount rate was 2%. Deterministic and probabilistic sensitivity analyses were conducted. Results: the hybrid er system was associated with a gain of 1.03 qalys and an increment of $33,591 lifetime costs compared to the conventional er system, resulting in an icer of $32,522 per qaly gained. The icer was lower than the willingness-to-pay threshold if the odds ratio of 28-day mortality was < 0.66. Probabilistic sensitivity analysis indicated that the hybrid er system was cost-effective with a 79.3% probability. Conclusion: the present study suggested that the hybrid er system is a likely cost-effective strategy for treating severe trauma patients without severe tbi.","English","HERS; ICER; Markov model; QALY; Utility","16",1
40,"Ashis","not vetted","de Jong, Marin J. and Boonen, Annelies and van der Meulen-de Jong, Andrea E. and Romberg-Camps, Marielle J. and van Bodegraven, Ad A. and Mahmmod, Nofel and Markus, Tineke and Dijkstra, Gerard and Winkens, Bjorn and van Tubergen, Astrid and Masclee, Ad and Jonkers, Daisy M. and Pierik, Marie J.","Cost-effectiveness of telemedicine-directed specialized vs standard care for patients with inflammatory bowel diseases in a randomized trial","Clinical gastroenterology and hepatology","2021","10.1016/j.cgh.2020.06.016","Background & aims: telemedicine can be used to monitor determinants and outcomes of patients with chronic diseases, possibly increasing the quality and value of care. Telemedicine was found to reduce outpatient visits and hospital admissions for patients with inflammatory bowel diseases (ibd). We performed a full economic evaluation of telemedicine interventions in patients with ibd, comparing the cost-utility of telemedicine vs standard care. Methods: we performed a randomized trial of 909 patients with ibd at 2 academic and 2 non-academic hospitals in the netherlands. Patients were randomly assigned to groups that received telemedicine (myibdcoach; n = 465) or standard outpatient care (n = 444) and followed for 12 months. Costs were measured from a societal perspective. Direct healthcare costs were based on actual resource use. Indirect costs comprised self-reported hours sick leave from work, intervention costs (annual license fee of (sic)40 per patient [$45]), and utility costs (assessed using eq5d). Cost-utility and uncertainty were estimated using the non-parametric bootstrapping method. Results: telemedicine resulted in lower mean annual costs of (sic)547/patient [$612] (95% ci, (sic)1029-2143 [$1150-2393]; mean costs of (sic)9481 [$10,587] for standard care and (sic)8924 [$9965] for telemedicine) without changing quality adjusted life years. At the dutch threshold of (sic)80,000 [$89,335] per quality adjusted life year, the intervention had increased incremental cost-effectiveness over standard care in 83% of replications and an incremental net monetary benefit of (sic)707/patient [$790] (95% ci, (sic)1241-2544 [$1386-2841]). Conclusions: telemedicine with myibdcoach is cost saving and has a high probability of being cost effective for patients with ibd. This self-management tool enables continuous registration of quality indicators and (patient-reported) outcomes and might help reorganize ibd care toward value-based healthcare.","English","Smartphone App; Home Care; QALY; Efficiency","19",1
41,"Ashis","not vetted","Mueller, Mitho and Matthies, Lina Maria and Goetz, Maren and Abele, Harald and Brucker, Sara Yvonne and Bauer, Armin and Graf, Johanna and Zipfel, Stephan and Hasemann, Lena and Wallwiener, Markus and Wallwiener, Stephanie","Effectiveness and cost-effectiveness of an electronic mindfulness-based intervention (embi) on maternal mental health during pregnancy: the mindmom study protocol for a randomized controlled clinical trial","Trials","2020","10.1186/s13063-020-04873-3","Backgroundmental disorders are common during the peripartum period and may have far-reaching consequences for both mother and child. Unfortunately, most antenatal care systems do not provide any structured screening for maternal mental health. As a consequence, mental illnesses are often overlooked and not treated adequately. If correctly diagnosed, cognitive behavioral therapy is currently the treatment of choice for mental illnesses. In addition, mindfulness-based interventions (mbis) seem to represent a promising treatment option for anxiety and depression during the peripartum period. Considering the internet's increasing omnipresence, mbis can also be offered electronically via a (tablet) computer or smartphone (electronically based mbi=embi).Objectivethe current study aims to examine the clinical effectiveness and cost-effectiveness of an embi (the mindmom application) developed by an interdisciplinary team of gynecologists, psychologists, and midwives, teaching pregnant women how to deal with stress, pregnancy-related anxiety, and depressive symptoms. The study sample consists of pregnant women in their third trimester who screened positive for emotional distress. The mindmom study is a bicentric prospective randomized controlled trial (rct), which is currently conducted at the university women's hospitals of heidelberg and tubingen, germany.methodswithin the scope of the routine prenatal care, pregnant women attending routine pregnancy care in baden-wuerttemberg, germany, are invited to participate in a screening for mental distress based on the edinburgh postnatal depression scale (epds). Women with an epds screening result >9 will be referred to one of the mindmom coordinating study centers and are offered counseling either face-to-face or via videotelephony. After an initial psychological counseling, women are invited to participate in an embi in their last pregnancy trimester. The study will enroll n=280 study participants (n=140 per group), who are randomized 1:1 into the intervention (ig) or control group (treatment as usual=tau).All participants are requested to complete a total of 7 digital assessments (5 visits pre- and 2 follow-up visits postpartum), involving self-report questionnaires, sociodemographic and medical data, physiological measures, and morning cortisol profiles. The primary outcome will be depressive and anxiety symptoms, measured by the edinburgh postnatal depression scale, the state trait anxiety questionnaire, and the pregnancy-related anxiety questionnaire. Secondary outcomes include mindfulness, satisfaction with birth, quality of life, fetal attachment, bonding, mode of delivery, and cost-effectiveness.discussionthis is the first german rct to examine the (cost-)effectiveness of an embi on maternal mental health during pregnancy. If successful, the mindmom app represents a low-threshold and cost-effective help for psychologically distressed women during pregnancy, thereby reducing the negative impact on perinatal health outcome.trial registrationdeutsches register klinischer studien, german clinical trials register drks00017210. Registered on 13 january 2020. Retrospectively registered.","English",NA,"21",1
42,"Ashis","not vetted","Zhang, Zhongyang and Tang, Zhongmin and Farokhzad, Nika and Chen, Tianfeng and Tao, Wei","Sensitive, rapid, low-cost, and multiplexed covid-19 monitoring by the wireless telemedicine platform","Matter","2020","10.1016/j.matt.2020.11.001","To prevent the more severe spread of covid-19 infections, sensitive, rapid, low-cost, and multiplexed detection is critical. Recently, gao et al. reported a laser-engraved graphene-based wireless device to monitor multiple biomarkers from human biofluids, allowing for high-frequency self-testing of covid-19 with high accuracy and low cost.","English",NA,"3",1
43,"Ashis","not vetted","Torrente-Rodriguez, Rebeca M. and Lukas, Heather and Tu, Jiaobing and Min, Jihong and Yang, Yiran and Xu, Changhao and Rossiter, Harry B. and Gao, Wei","Sars-cov-2 rapidplex: a graphene-based multiplexed telemedicine platform for rapid and low-cost covid-19 diagnosis and monitoring","Matter","2020","10.1016/j.matt.2020.09.027","The covid-19 pandemic is an ongoing global challenge for public health systems. Ultrasensitive and early identification of infection is critical in preventing widespread covid-19 infection by presymptomatic and asymptomatic individuals, especially in the community and in-home settings. We demonstrate a multiplexed, portable, wireless electrochemical platform for ultra-rapid detection of covid-19: the sars-cov-2 rapidplex. It detects viral antigen nucleocapsid protein, igm and igg antibodies, as well as the inflammatory biomarker c-reactive protein, based on our mass-producible laser engraved graphene electrodes. We demonstrate ultrasensitive, highly selective, and rapid electrochemical detection in the physiologically relevant ranges. We successfully evaluated the applicability of our sars-cov-2 rapidplex platform with covid-19-positive and covid-19-negative blood and saliva samples. Based on this pilot study, our multiplexed immunosensor platform may allow for high-frequency at-home testing for covid-19 telemedicine diagnosis and monitoring.","English",NA,"3",1
44,"Ashis","not vetted","Ferraris, Kevin Paul and Golidtum, Jared Paul and Zuniga, Brian Karlo W. and Bautista, Maria Cristina G. and Alcazaren, Jose Carlos and Seng, Kenny and Navarro, Joseph Erroll","Recapitulating the bayesian framework for neurosurgical outpatient care and a cost-benefit analysis of telemedicine for socioeconomically disadvantaged patients in the philippines during the pandemic","Neurosurgical focus","2020","10.3171/2020.9.FOCUS20695","Objective in the philippines during recent months, a neurosurgical center that caters primarily to socioeconomically disadvantaged patients has encountered unprecedented changes in practice patterns brought about by the covid-19 pandemic. In particular, the usual task of outpatient care has shifted to the telemedicine format, bringing along all of its attendant advantages and gargantuan challenges. The authors sought to determine the responsiveness of this telemedicine setup to the needs of their disadvantaged patients and explored the application of bayesian inference to enhance the use of teleconsultation in daily clinical decision-making. Methods the authors used the following methods to assess the telemedicine setup used in a low-resource setting during the pandemic: 1) a cross-sectional survey of patients who participated in a medical consultation via telemedicine during the 16-week period from march 16, 2020, to july 15, 2020; 2) a cost-benefit analysis of the use of telemedicine by patients; and 3) a case illustration of a bayesian approach application unique to the teleconsultation scenario. Results of the 272 patient beneficiaries of telemedicine in a 16-week period, 57 responded to the survey. The survey responses regarding neurosurgical outpatient care through telemedicine yielded high ratings of utility for the patients and their caregivers. According to 64% of respondents, the affordability of the telemedicine setup also prevented them from borrowing money from others, among other adverse life events prevented. There were realized financial gains on the part of the patients in terms of cost savings and protection from further impoverishment. The benefit-cost ratio was 3.51 for the patients, signifying that the benefits outweighed the costs. An actual teleconsultation case vignette was reported that is meant to be instructive and contributory to the preparedness of the neurosurgeon on the provider end of the service delivery. Conclusions telemedicine holds promise as a viable and safe method for health service delivery during the pandemic. In the setting of a health system that is continually challenged by shortages of resources, this study shows that an effective telemedicine setup can come with high benefit- cost ratios and quality of care, along with the assurance of patient satisfaction. The potential for high-quality care can be enhanced by the inclusion of the bayesian framework to the basic toolkit of remote clinical assessment. When confronted with choices in terms of differential diagnosis and tests, the rigor of a simple application of the bayesian framework can minimize costs arising from uncertainties. https:// thejns.org/doi/abs/10.3171/2020.9.Focus20695","English","pandemic; telemedicine; cost-benefit analysis; Bayesian framework; and clinical decision-making","49",1
45,"Ashis","not vetted","Balme, K. and Stephen, C. and Curling, L. and Mohamed, F. and du Plessis, C. and Marks, C. and Lorente, V. Pillay-Fuentes and van Rensburg, R. and Voigt, G.","The economics of poisoning: the role of telemedicine and toxicovigilance","Samj south african medical journal","2020","10.7196/SAMJ.2020.v110i12.15296",NA,"English",NA,"110",1
46,"Ashis","not vetted","Serhal, Eva and Lazor, Tanya and Kurdyak, Paul and Crawford, Allison and de Oliveira, Claire and Hancock-Howard, Rebecca and Coyte, Peter C.","A cost analysis comparing telepsychiatry to in-person psychiatric outreach and patient travel reimbursement in northern ontario communities","Journal of telemedicine and telecare","2020","10.1177/1357633X19853139","Introduction residents of northern ontario have limited access to local psychiatric care. To address this, three program models exist: (1) telepsychiatry; (2) psychiatrists traveling to underserved areas; and (3) reimbursing patients for travel to a psychiatrist. Evidence shows that telepsychiatry has comparable outcomes to in-person consultations. The objective of this study was to determine the cost difference between programs. Methods a cost-minimization analysis estimating cost per visit from a public healthcare payer economic costing perspective was conducted. Data on fixed and variable costs were obtained. Evidence-based assumptions were made where relevant. Base-case scenarios and a break-even analysis were completed, as well as deterministic and probabilistic sensitivity analyses, to explore the effects of parameter variability on program costs. Results costs per visit were lowest in telepsychiatry (cad$360) followed by traveling physicians (cad$558) and patient reimbursement (cad$620). Among the 100,000 monte carlo simulations, results showed telepsychiatry was the least costly program in 71.2% of the simulations, while the reimbursement and outreach programs were least costly in 15.1% and 13.7% of simulations, respectively. The break-even analysis found telepsychiatry was the least costly program after an annual patient visit threshold of approximately 76 visits (compared to traveling psychiatrists) and 126 visits (compared to reimbursed patients). Discussion our analyses support telepsychiatry as the least costly program. These results have important implications for program planning, including the prioritization of telepsychiatry, increased integration of telepsychiatry with other modalities of outreach psychiatry, and limiting use of the patient remuneration program to where medically necessary, to reduce overall cost.","English","Telemedicine; telepsychiatry; telehealth; cost analysis; cost and minimization","26",2
47,"Ashis","not vetted","Wong, Christine Y. and Colven, Roy M. and Gibran, Nicole S. and Stewart, Barclay T. and Pham, Tam N. and Arbabi, Saman and DeNiro, Katherine L.","Accuracy and cost-effectiveness of a telemedicine triage initiative for patients with suspected stevens-johnson syndrome/toxic epidermal necrolysis","Jama dermatology","2021","10.1001/jamadermatol.2020.4490","This retrospective analysis assesses triage accuracy and transportation costs associated with implementation of a multidisciplinary store-and-forward telemedicine triage system for patients with suspected stevens-johnson syndrome and toxic epidermal necrolysis.","English",NA,"157",1
48,"Ashis","not vetted","Allen, Hilary, I and Gillespie, Paddy and Vazquez-Ortiz, Marta and Murphy, Andrew W. and Moylett, Edina M.","A cost-analysis of outpatient paediatric penicillin allergy de-labelling using telemedicine","Clinical and experimental allergy",NA,"10.1111/cea.13782",NA,"English",NA,NA,1
49,"Ashis","not vetted","Armstrong, April W. and Singh, Indira","Economics of teledermatology-does the math add up?","Jama dermatology","2021","10.1001/jamadermatol.2020.4067",NA,"English",NA,"157",1
50,"Ashis","not vetted","Zakaria, Adam and Miclau, Theodore A. and Maurer, Toby and Leslie, Kieron S. and Amerson, Erin","Cost minimization analysis of a teledermatology triage system in a managed care setting","Jama dermatology","2021","10.1001/jamadermatol.2020.4066","Question what is the association between the implementation of a teledermatology triage system at zuckerberg san francisco general hospital and the organizational expenses for the provision of outpatient dermatology care? Findings in this cost minimization analysis incorporating personnel and teledermatology technology costs of 2098 patients referred to the dermatology department, teledermatology saved $140 per newly referred dermatology patient compared with a conventional dermatology care model. Meaning this study suggests that using teledermatology to triage and manage dermatology patients within a capitated health care system may be associated with significant cost savings. This cost minimization analysis compares the organization-wide cost of managing newly referred dermatology patients within a teledermatology triage system vs a conventional dermatology care model. Importance teledermatology (td) enables remote triage and management of dermatology patients. Previous analyses of td systems have demonstrated improved access to care but an inconsistent fiscal impact. Objective to compare the organizationwide cost of managing newly referred dermatology patients within a td triage system vs a conventional dermatology care model at the zuckerberg san francisco general hospital and trauma center (hereafter referred to as the zsfg) in california. Design, setting, and participants a retrospective cost minimization analysis was conducted of 2098 patients referred to the dermatology department at the zsfg between june 1 and december 31, 2017. Intervention implementation of the td triage system in january 2015. Main outcomes and measures the main outcome was mean cost to the health care organization to manage newly referred dermatology patients with or without td triage. To estimate costs, decision-tree models were constructed to characterize possible care paths with td triage and within a conventional dermatology care model. Costs associated with primary care visits, dermatology visits, and td visits were then applied to the decision-tree models to estimate the mean cost of managing patients following each care path for 6 months. The mean cost for each visit type incorporated personnel costs, with the mean cost per td consultation also incorporating software implementation and maintenance costs. Finally, zsfg patient data were applied within the models to evaluate branch probabilities, enabling calculation of mean cost per patient within each model. Results the analysis captured 2098 patients (1154 men [55.0%]; mean [sd] age, 53.4 [16.8] years), with 1099 (52.4%) having medi-cal insurance and 879 (41.9%) identifying as non-white. In the decision-tree model with td triage, the mean (sd) cost per patient to the health care organization was $559.84 ($319.29). In the decision-tree model for conventional dermatology care, the mean (sd) cost per patient was $699.96 ($390.24). Therefore, the td model demonstrated a statistically significant mean (se) cost savings of $140.12 ($11.01) per patient. Given an annual dermatology referral volume of 3150 patients, the analysis estimates an annual savings of $441 378. Conclusions and relevance implementation of a td triage system within the dermatology department at the zsfg was associated with cost savings, suggesting that managed health care settings may experience significant cost savings from using td to triage and manage patients.","English",NA,"157",1
51,"Ashis","not vetted","Jariwala, Neha N. and Snider, Christopher K. and Mehta, Shivan J. and Armstrong, J. Kyle and Smith-McLallen, Aaron and Takeshita, Junko and Kovarik, Carrie L. and Lipoff, Jules B.","Prospective implementation of a consultative store-and-forward teledermatology model at a single urban academic health system with real cost data subanalysis","Telemedicine and e-health",NA,"10.1089/tmj.2020.0248","Background: teledermatology may increase access to care but has not been widely implemented due, in part, to lack of insurance coverage and reimbursement. We assessed the impact of implementing a consultative store-and-forward teledermatology model on access to care, medical cost, and utilization. Materials and methods: prospective implementation of teledermatology occurred at five university of pennsylvania health system primary care practices from june 27, 2016, to may 25, 2017. Primary outcomes included time to case completion, proportion of patients completing in-person dermatology visits, and total outpatient costs. Medical and pharmacy claims data were used for utilization and cost subanalysis. Results: the study included 167 patients and 1,962 controls with a 6-month follow-up. Median time to definitive dermatologist response was 0.19 days (interquartile range [iqr]: 0.03-2.92) for intervention and 83.60 days (iqr: 19.74-159.73) for controls. In medical claims subanalysis, no significant differences in mean outpatient costs ($3,366 vs. $2,232, p = 0.1356) or total medical costs ($3,535 vs. $2,654, p = 0.2899) were detected. Conclusions: implementation of teledermatology improved access to care, and within this small sample, remained comparable in terms of cost and utilization. Thus, these data suggest teledermatology may improve access without increasing utilization or cost.","English","teledermatology; store-and-forward; reimbursement; payment models; and access to care; telemedicine",NA,1
52,"Ashis","not vetted","Sabatier, R. and Legallois, D. and Jodar, M. and Donio, V and Courouve, L. and Hauchard, K. and Boudevin, F. and De Chalus, T. and Behn, A. and Milliez, R.","Cost-effectiveness analysis of a telemonitoring program on patients with heart failure in normandy: an 8-year retrospective analysis (2009-2017)","European heart journal","2020",NA,NA,"English",NA,"41",1
53,"Ashis","not vetted","Ionov, M. and Zhukova, O., V and Zvartau, N. E. and Konradi, A. O.","Economic rationale on the use of m-health in uncontrolled hypertensive outpatients: from three months and beyond","European heart journal","2020",NA,NA,"English",NA,"41",1
54,"Ashis","not vetted","Powell, Adam and Torous, John","A patient-centered framework for measuring the economic value of the clinical benefits of digital health apps: theoretical modeling","Jmir mental health","2020","10.2196/18812","Background: as digital health tools such as smartphone apps evolve and enter clinical use, questions regarding their value must be addressed. Although there are scarce generalizable data on the value of health apps given their nascency and diverse use cases, it is possible to estimate the economic value of the clinical improvement they bring to patients using a quality-adjusted life-year (qaly)-based approach and generalized values from existing literature. Objective: this paper aims to provide a patient-centered framework for assessing the economic value of the clinical benefits delivered by digital health apps. Methods: we proposed a model based upon 5 levers: country-specific monetary value of a qaly, qalys lost due to the condition, engagement rate of app users, average effect size of the app's health impact, and duration of the app's impact before remission. Results: using 2 digital health apps from the united states and united kingdom as examples, we explored how this model could generate country-specific estimates of the economic value of the clinical benefits of health apps. Conclusions: this new framework can help drive research priorities for digital health by elucidating the factors that influence the economic value.","English","value; digital health; apps; payment models","7",1
55,"Ashis","not vetted","Dev, Rubee and Li, Jinghua and Zhang, Donglan and Cai, Yiyuan and Hao, Chun and Hou, Fengsu and Wang, Ruixin and Lin, Meijuan and Xu, Dong (Roman)","An economic evaluation of a mobile text messaging intervention to improve mental health care in resource-poor communities in china: a cost-effectiveness study","Bmc health services research","2020","10.1186/s12913-020-05855-6","Background: severe mental disorders, a leading cause of disability has become a major public health problem. In order to promote mental health, a series of programs have been promulgated by the chinese government. However, economic evaluations of such programs are lacking. The purpose of this study is to develop and validate an economic model to assess the cost and health outcomes of the lean (lay health supporters, e-platform, award, and integration) program, and to perform an economic evaluation of lean versus the nationwide community-based mental health program that provides free antipsychotic medications. Methods: a cost-effectiveness and cost-utility analysis of the lean intervention will be performed. A markov model will be developed, validated and used to assess and compare the costs and outcomes for the lean intervention versus nationwide community-based mental health program. The calculated sample size is 258 participants for the analysis. A societal perspective will be applied with the time horizon of 1-year after the termination of the lean program. The cost-utility will be measured primarily using quality adjusted life years and the cost-effectiveness will be measured using number of relapses and number of re-hospitalizations avoided 6-month after the intervention. Univariate and probabilistic sensitivity analysis will be conducted for the analysis of uncertainty. Discussion: if proven cost-effective, this study will contribute to the nationwide implementation of the program, not only for schizophrenia but for all kind of severe mental disorders. Markov model developed as part of the study will benefit potential researchers in analyzing cost-effectiveness of other programs. The chinese context of the study may limit the generalizability of the study results to some extent.","English","Cost-effectiveness; Cost-utility; Mental disorder; Schizophrenia","20",1
56,"Ashis","not vetted","Lopes, Ana Paula G. and Gondim, Paulo R. L.","Low-cost authentication protocol for d2d communication in m-health with trust evaluation","Wireless communications & mobile computing","2020","10.1155/2020/8876807","Relay-assisted device-to-device (d2d) communication serves users at the edge of system coverage of 5g networks, enabling communication among sensors and patients' mobile devices, and improving spectral and power efficiency. The security of d2d-based m-health applications requires attention due to the delicacy of the data treated in the collection, transmission, and storage of information on patients, whose devices must be adequately authenticated. However, traditional authentication and key agreement schemes are not suitable for d2d scenarios, since they might expose patients to security vulnerabilities and lead to an excessive use of resources. This article proposes a secure and lightweight scheme based on shamir secret sharing for the mutual authentication of m-health devices in relay-assisted d2d communications, which provides security robustness and reduces resources (energy, processing) consumption. The manuscript also addresses the trustworthiness of devices involved in data relay and device discovery procedures.","English",NA,"2020",1
57,"Ashis","not vetted","Borle, Prem and Boerner-Zobel, Franziska and Voelter-Mahlknecht, Susanne and Hasselhorn, Hans Martin and Ebener, Melanie","The social and health implications of digital work intensification. Associations between exposure to information and communication technologies, health and work ability in different socio-economic strata","International archives of occupational and environmental health",NA,"10.1007/s00420-020-01588-5","Purpose older employees are often thought to be vulnerable to negative effects of information and communication technology (ict). Our study aims to examine associations between work-related ict exposure (i.e. Ict use or digital work intensification), physical health, mental health and work ability (wa). We examine whether these associations are modified by socio-economic position (sep). Methods we analysed cross-sectional data from 3180 participants (born in 1959 and 1965) in wave 3 of the representative german lida cohort study. We performed hierarchical multiple regression to assess the distinct associations of ict use and digital work intensification with mental and physical health and wa. We stratified analyses by sep and controlled for age, sex, and digital affinity. Results 92% of participants reported ict use at work. Almost 20% reported high levels of digital work intensification, while a similar proportion did not experience digital work intensification. In bivariate analyses, ict use by itself was not significantly associated with mental health or wa in the total sample or when stratified. Digital work intensification displayed negative associations with mental health and wa. In hierarchical multiple regressions, digital work intensification showed consistently negative associations with mental health and work ability of similar strength across sep. Conclusion our results suggest that ict use, per se, does not negatively impact older workers. Digital work intensification may be associated with worse mental health and work ability. Research on health and social implications of work-related ict should differentiate patterns of ict exposure and assess modifications by sep to better gauge the ambiguous effects of ict.","English","Technostress; Digital divide; Ageing workers; Job requirement level; and Occupational status; Workplace well-being",NA,1
58,"Ashis","not vetted","Modi, Dhiren and Saha, Somen and Vaghela, Prakash and Dave, Kapilkumar and Anand, Ankit and Desai, Shrey and Shah, Pankaj","Costing and cost-effectiveness of a mobile health intervention (imtecho) in improving infant mortality in tribal areas of gujarat, india: cluster randomized controlled trial","Jmir mhealth and uhealth","2020","10.2196/17066","Background: during 2013, a mobile health (mhealth) program, innovative mobile technology for community health operation (imtecho), was launched in predominantly tribal and rural communities of gujarat, india. Imtecho was developed as a job aid for accredited social health activists (ashas) and staff of primary health centers to increase coverage of maternal, neonatal, and child health care. Objective: in this study, we assessed the incremental cost per life years saved as a result of the imtecho intervention as compared to routine maternal, neonatal, and child health care programs. Methods: a two-arm, parallel, stratified cluster randomized trial with 11 clusters (primary health centers) randomly allocated to the intervention (280 ashas, n=2,34,134) and control (281 ashas, n=2,42,809) arms was initiated in 2015 in a predominantly tribal and rural community of gujarat. A system of surveillance assessed all live births and infant deaths in the intervention and control areas. All costs, including those required during the start-up and implementation phases, were estimated from a program perspective. Incremental cost-effectiveness ratios were estimated by dividing the incremental cost of the intervention with the number of deaths averted to estimate the cost per infant death averted. This was further analyzed to estimate the cost per life-years saved for the purpose of comparability. Sensitivity analysis was undertaken to account for parameter uncertainties. Results: out of a total of 5754 live births (3014 in the intervention arm, 2740 in the control arm) reported in the study area, per protocol analysis showed that the implementation of imtecho resulted in saving 11 infant deaths per 1000 live births in the study area at an annual incremental cost of us $163,841, which is equivalent to us $54,360 per 1000 live births. Overall, imtecho is a cost-effective intervention from a program perspective at an incremental cost of us $74 per life-years saved or us $5057 per death averted. In a realistic environment with district scale-up, the program is expected to become even more cost-effective. Conclusions: overall, the findings of our study strongly suggest that the mhealth intervention as part of the imtecho program is cost-effective and should be considered for replication elsewhere in india.","English","mHealth; cost-effectiveness; life-years saved; India; ASHA","8",1
59,"Ashis","not vetted","Boodoo, Chris and Zhang, Qi and Ross, Heather J. and Alba, Ana Carolina and Laporte, Audrey and Seto, Emily","Evaluation of a heart failure telemonitoring program through a microsimulation model: cost-utility analysis","Journal of medical internet research","2020","10.2196/18917","Background: heart failure (hf) is a major public health issue in canada that is associated with high prevalence, morbidity, and mortality rates and high financial and social burdens. Telemonitoring (tm) has been shown to improve all-cause mortality and hospitalization rates in patients with hf. The medly program is a tm intervention integrated as standard of care at a large canadian academic hospital for ambulatory patients with hf that has been found to improve patient outcomes. However, the cost-effectiveness of the medly program is yet to be determined. Objective: this study aims to conduct a cost-utility analysis of the medly program compared with the standard of care for hf in ontario, canada, from the perspective of the public health care payer. Methods: using a microsimulation model, individual patient data were simulated over a 25-year time horizon to compare the costs and quality-adjusted life years (qalys) between the medly program and standard care for patients with hf treated in the ambulatory care setting. Data were sourced from a medly program evaluation study and literature to inform model parameters, such as medly's effectiveness in reducing mortality and hospitalizations, health care and intervention costs, and model transition probabilities. Scenario analyses were conducted in relation to hf severity and tm deployment models. One-way deterministic effectiveness analysis and probabilistic sensitivity analysis were performed to explore the impact on the results of uncertainty in model parameters. Results: the medly program was associated with an average total cost of can $102,508 (us $77,626) per patient and total qalys of 5.51 per patient compared with the average cost of can $97,497 (us $73,831) and qalys of 4.95 per patient in the standard care group. This led to an incremental cost of can $5011 (us $3794) and incremental qaly of 0.566, resulting in an incremental cost-effectiveness ratio of can $8850 (us $6701)/qaly. Cost-effectiveness improved in relation to patients with advanced hf and with deployment models in which patients used their own equipment. Baseline and alternative scenarios consistently showed probabilities of cost-effectiveness greater than 85% at a willingness-to-pay threshold of can $50,000 (us $37,718). Although the results showed some sensitivity to assumptions about effectiveness parameters, the intervention was found to remain cost-effective. Conclusions: the medly program for patients with hf is cost-effective compared with standard care using commonly reported willingness-to-pay thresholds. This study provides evidence for decision makers on the use of tm for hf, supports the use of a nurse-led model of tm that embeds clinically validated algorithms, and informs the use of economic modeling for future evaluations of early-stage health informatics technology.","English","cost utility analysis; cost effectiveness; telemedicine; heart failure; and microsimulation; mobile phone","22",1
