"STUDY_ID","REVIEWERS","INCLUDE","author_full","title","journal","year","doi","abstract","language","keywords","volume","n_duplicates"
151,"Ashis","not vetted","Mitchell-Gillespie, Bria and Hashim, Hiba and Griffin, Megan and AlHeresh, Rawan","Sustainable support solutions for community-based rehabilitation workers in refugee camps: piloting telehealth acceptability and implementation","Globalization and health","2020","10.1186/s12992-020-00614-y","Background the lack of training and education of community-based rehabilitation (cbr) workers poses one of the most significant barriers to receiving effective occupational, physical and speech therapy for individuals with disabilities in low-to-middle income countries (lmic), especially in countries with significant refugee populations. The aim of this study was to successfully implement a telehealth support system for cbr workers, evaluate the feasibility and acceptability of this intervention's implementation among cbr workers in the cbr setting, and further identify strategies to address the deficit of skilled rehabilitation workers in lmic through technological intervention. Methods this pilot study included cbr workers and cbr managers to inform feasibility, acceptability, and sustainable implementation. The re-aim and dynamic sustainability framework were incorporated to guide procedural design, survey development, data collection, data evaluation, and increase success of telehealth implementation. Cbr workers participate in trainings, telehealth sessions, surveys and focus groups to inform feasibility and acceptability. Cbr managers participated in focus groups to inform feasibility and sustainable implementation. Nvivo 12 software was utilized to develop themes from cbr worker and cbr manager responses. Results findings from this study demonstrate the need for additional training support for cbr workers in cbr settings throughout the entire treatment process. The telehealth system demonstrated successful short-term implementation across several domains of feasibility. Telehealth utilization was also proven acceptable, appropriate and necessary. Cultural beliefs, cbr worker training, and cbr center infrastructure pose the most significant barriers to implementation of telehealth technologies in cbr centers. Cbr workers and managers confirmed the demand for future telehealth-based support systems, strengthening effort towards sustainability and scale-up. Conclusions telehealth can be utilized to support cbr workers that serve vulnerable and marginalized populations, and in turn improve the global health status among refugee populations by reducing inequitable access to quality health care. The results support the need for further research to rigorously evaluate effectiveness of telehealth interventions to support cbr workers.","English","Community-based rehabilitation worker; CBR; LMIC; Refugee health; and Telehealth; Telehealth implementation","16",1
152,"Ashis","not vetted","Syed, Taseen A. and Cherian, Reena and Lewis, Shawn and Sterling, Richard K.","Telemedicine hcv treatment in department of corrections results in high svr in era of direct-acting antivirals","Journal of viral hepatitis","2021","10.1111/jvh.13392","Chronic hepatitis c virus (hcv) is common in the department of corrections (doc). Telemedicine is an effective way to treat hcv. The goal of this report was to demonstrate high svr rate in doc patients using telemedicine irrespective of the hcv genotype (gt) and daas used. Demographic, clinical and laboratory data were prospectively collected. A total of 870 doc patients were evaluated and completed hcv therapy june 2015-december 2019 with svr data were included. The mean age was 50 years, 90% were male, 63% were caucasian, the majority (79%) had gt 1, 92% were treatment naive, and 80% had advanced fibrosis (fib-4 >= 3.25 and/or transient elastography >= 9.5 kpa). The overall svr was 97% and was similar among all daas irrespective of age, sex, race, hiv status, fibrosis level, gt, ribavirin use, prior treatment experience or daa duration. We conclude that hcv treatment in the doc through telemedicine is achievable and highly effective with overall svr 97%, irrespective of the underlying gt or daa regimen used and can eliminate hcv in this microenvironment and reduce the overall burden of hcv.","English","department of corrections; direct-acting antiviral; HCV; hepatitis C; and telemedicine","158",2
153,"Ashis","not vetted","Gillman-Wells, Christopher C. and Sankar, Thangasamy K. and Vadodaria, Shailesh","Covid-19 reducing the risks: telemedicine is the new norm for surgical consultations and communications","Aesthetic plastic surgery",NA,"10.1007/s00266-020-01907-8","Introduction covid-19, a worldwide pandemic, has enforced a national lockdown in the uk which produced a paradigm shift about the way medical practitioners would perform consultations and communication with their patients. Senior authors realised that in lockdown there was only one option to see a patient: virtual consultation via telecommunication technologies. This paper will discuss the current benefits and considerations of telemedicine, particularly in plastic surgery, to decipher the next route of action to further validate its use for future implementation. Method a detailed literature review was carried out comparing papers from 1992 to 2020. A survey of 122 consultant plastic surgeons found an encouraging result as 70% positively embraced the suggestion of telemedicine in their current practice. Discussion telemedicine produced equal or improved patient satisfaction. Its utilisation reduced cost for patient, clinic and consultant. With accessibility to a large percentage of the population, telemedicine enables infection control and adherence to social distancing during covid-19. Considerations include dependability on internet access, legal aspects, cyber security and general data protection regulation (gdpr), the inability to perform palpation or physical inspection and psychological impacts on the patient. Conclusion in modern times, telemedicine has become more accessible and covid-19 has made it more applicable than ever before. More in-depth research is needed for validation of this technique within plastic surgery. While maintaining quality of care and a vital role in social distancing, there is a strong need for standardisation of telemedicine processes, platforms, encryption and data storage. Level of evidence v this journal requires that authors assign a level of evidence to each article. For a full description of these evidence-based medicine ratings, please refer to the table of contents or the online instructions to authors www.springer.com/00266.","English","Postoperative; Telemedicine; COVID-19",NA,1
154,"Ashis","not vetted","Vetter, Norman","The challenges presented by haematopoietic stem cell transplantation in children with primary immunodeficiency and covid-19 and the 'new normal': are remote video consultations here to stay","British medical bulletin","2020","10.1093/bmb/ldaa031",NA,"English",NA,"135",1
155,"Ashis","not vetted","Bidmead, Elaine and Marshall, Alison","Covid-19 and the 'new normal': are remote video consultations here to stay?","British medical bulletin","2020","10.1093/bmb/ldaa025","Introduction: during the uk covid-19 lockdown, video consultations (telemedicine) were encouraged. The extent of usage, and to which concerns to earlier implementation were set aside, is unknown; this is worthy of exploration as data becomes available. Sources of data: sources of data are as follows: published case studies, editorials, news articles and government guidance. Areas of agreement: video can be clinically effective, especially where patients cannot attend due to illness or infection risk. Patients are positive, and they can benefit from savings in time and money. Adoption of telemedicine is hindered by a range of known barriers including clinician resistance due to technological problems, disrupted routines, increased workload, decreased work satisfaction and organizational readiness. Areas of controversy: despite policy impetus and successful pilots, telemedicine has not been adopted at scale. Growing points: increased use of telemedicine during the covid-19 crisis presents opportunities to obtain robust evidence of issues and create service transformation effectively. Areas timely for developing research: examination of telemedicine use during the covid-19 crisis to ensure that the benefits and usage continue into the post-lockdown, 'new normal' world.","English","Delivery of healthcare; remote consultation; videoconferencing; and telemedicine; Covid-19","135",1
156,"Ashis","not vetted","Silva, L. B. and Gouvea, K. A. A. and Oliveira, C. R. A. and Percope, M. A. and Ribeiro, A. L. P. and Oliveira, J. A. Q. and Marcolino, M. S.","Remote orthopaedic consultations for primary care patients by a large-scale telemedicine service","European journal of public health","2020",NA,NA,"English",NA,"30",1
157,"Ashis","not vetted","Drake, Coleman and Yu, Jiani and Lurie, Nicole and Kraemer, Kevin and Polsky, Daniel and Chaiyachati, Krisda H.","Policies to improve substance use disorder treatment with telehealth during the covid-19 pandemic and beyond","Journal of addiction medicine","2020","10.1097/ADM.0000000000000727","The covid-19 pandemic has created an urgent need to expand access to substance use disorder (sud) treatment through telehealth. A more permanent adoption of tele-sud treatment options could positively alter the future of sud treatment. We identify four steps that will help to ensure a broader transition to telehealth will be successful in improving the health outcomes of patients with suds. These steps are: (1) investing in telehealth infrastructure to enable health care providers and patients to use telehealth; (2) training and equipping providers to provide sud treatment through telehealth; (3) providing patients with the financial and social support, hardware, and training necessary to use telehealth; (4) making temporary changes to telehealth law and regulation permanent. We believe these 4 steps will be critical to initiating sud treatment for many persons that have yet to receive it, and for preserving sud treatment continuity for millions of other patients both during and after the pandemic.","English","COVID-19; substance use disorder; telehealth; telemedicine; tele-SUD","14",1
158,"Ashis","not vetted","Jimenez-Rodriguez, Diana and Arrogante, Oscar","Simulated video consultations as a learning tool in undergraduate nursing: students' perceptions","Healthcare","2020","10.3390/healthcare8030280","Simulated video consultations, a teaching tool based on high-fidelity simulations, were implemented in response to the necessary adaptation of high-fidelity clinical simulation sessions to the online or virtual modality during the university closure due to the covid-19 confinement. The purpose of our study was to explore the undergraduate nursing students' satisfaction and perceptions about simulated video consultations using the high-fidelity simulation methodology. A mixed-method was utilized with 93 undergraduate nursing students using a validated satisfaction questionnaire (quantitative data), which included an observations section (qualitative data). Of the total sample, 97.8% of the students expressed a high overall satisfaction with simulated video consultations, highlighting their practical utility and positive learning outcomes. From the students' comments, two main themes and their related categories emerged: advantages (satisfaction and enjoyment, learning, and calmness during simulated scenarios), and disadvantages (technical issues and technical skills development). Simulated video consultations may be considered as one more high-fidelity simulation teaching option. Nursing students should be trained in this modality of healthcare to face the challenge brought on by its increased use in healthcare services, beyond the specific adaptation of clinical simulation sessions due to the closure of universities during this pandemic.","English","COVID-19; high fidelity simulation training; learning; nursing and education; video conferencing; virtual simulation","8",1
159,"Ashis","not vetted","Engels, Dawn and Austin, Melody and Doty, Sherry and Sanders, Karen and McNichol, Laurie","Broadening our bandwidth a multiple case report of expanded use of telehealth technology to perform wound consultations during the covid-19 pandemic","Journal of wound ostomy and continence nursing","2020","10.1097/WON.0000000000000697","Background: managing patients during the coronavirus disease-2019 (covid-19) pandemic, and the associated severe acute respiratory syndrome-related coronavirus-2 (sars-cov-2) in particular, required the nimble responsiveness for which woc nurses are known. Problem-solving skills were needed to continue the level of woc nursing services expected by patients, families, and professional colleagues, while reducing the hours we were physically present at our clinical facility. In order to respond to these demands, our team realized it must create an innovative approach to provide efficient, cost-effective consultations during this global crisis. This challenges in practice article summarizes our experience with use of telemedicine technologies to perform remote consultations within the acute care setting. Cases: case 1 was a 52-year-old woman with a history of paraplegia. She had several pressure injuries but had not received topical care for these wounds prior to admission. A consultation for the woc nurse was requested and performed via telehealth services on a day our team was working off-site. This case illustrates the process our team used to perform a virtual consultation and demonstrates how the use of images placed in the electronic medical record aided in developing an effective plan of care. Case 2 was a 48-year-old man who tested positive for covid-19. He developed bilateral unstageable pressure injuries on his cheeks after being placed in the prone position for a prolonged period while critically ill. This case describes multiple technologic platforms used for telemedicine consults in a patient with covid-19 requiring isolation. Conclusions: remote consultation by woc nurses was possible in our healthcare system because of previous experience using telemedicine technology and well-established collaborative relationships with providers and bedside nurses. By expanding our use of telemedicine technology, we were able to provide ongoing care to a patient without covid-19 who had woc consultation needs, and a patient with strict isolation demands due to covid-19.","English","Remote wound consultation; Telehealth; Telemedicine; Virtual wound care","47",1
160,"Ashis","not vetted","Dieperink, K. B.","Video consultations with older patients in the oncology nursing outpatient clinic","Annals of oncology","2020","10.1016/j.annonc.2020.08.2108",NA,"English",NA,"31",1
161,"Ashis","not vetted","Peacock, Dakota and Baumeister, Peter and Monaghan, Alex and Siever, Jodi and Yoneda, Joshua and Wile, Daryl","Perception of healthcare access and utility of telehealth among parkinson's disease patients","Canadian journal of neurological sciences","2020","10.1017/cjn.2020.99","Regional patient and physician density patterns pose problems to accessing care for people with parkinson's disease, though telehealth may improve access. We surveyed and conducted a focus group for people with parkinson's disease in interior british columbia regarding barriers to neurological care. Eighteen individuals completed the survey and seven parties joined the focus group. Perceived barriers include cost and difficulty of travel, wait times, and lack of specialized services outside large cities. 80% of participants (95% ci 64-96) would likely use telehealth for follow-up neurologist appointments. This sample of people with parkinson's disease reports willingness to use telehealth to reduce travel and improve access to specialty care.","English","Parkinson's disease; Rural health; Telehealth","47",1
162,"Ashis","not vetted","Bhatia, Avnish and Waldman, Lauren and Garber, Gregory and Sabonjian, Megan and Hunt, Melissa and Palidora, Janene and Leader, Amy and Worster, Brooke","Skcc medical oncology telehealth experience during covid-19 pandemic: lessons learned and operational changes to leverage telehealth to maintain patient access","Clinical cancer research","2020",NA,NA,"English",NA,"26",1
163,"Ashis","not vetted","Juarros Martinez, S. A. and Andres Porras, P. and del Olmo Chiches, M. and Arribas Santos, S. and Munoz Diez, I. and Garcia Onieva, A. I. and Mayoral Aguilera, A. and Disdier Vicente, C.","Telemonitoring system vs apap in the cpap treatment follow-up. A cost-effectiveness analysis","Journal of sleep research","2020",NA,NA,"English",NA,"29",1
164,"Ashis","not vetted","Crane, Sarah J. and Ganesh, Ravindra and Post, Jason A. and Jacobson, Nathan A.","Telemedicine consultations and follow-up of patients with covid-19","Mayo clinic proceedings","2020","10.1016/j.mayocp.2020.06.051",NA,"English",NA,"95",1
165,"Ashis","not vetted","Sultan, Assem A. and Acuna, Alexander J. and Samuel, Linsen T. and Rabin, Jacob M. and Grits, Daniel and Gurd, David P. and Kuivila, Thomas E. and Goodwin, Ryan C.","Utilization of telemedicine virtual visits in pediatric spinal deformity patients: a comparison of feasibility and patient satisfaction at a large academic center","Journal of pediatric orthopaedics","2020","10.1097/BPO.0000000000001553","Background: telemedicine platforms have been developed to support the convenient delivery of health care services to their patients while maintaining appropriate quality of care. However, it is unclear whether they can be utilized effectively in patients with pediatric spinal deformity (psd). Therefore, this study aimed to evaluate the feasibility and patient satisfaction associated with virtual visit (vv) utilization in psd patients in comparison to general pediatric orthopaedic indications. Methods: of the 482 vvs offered to pediatric orthopaedic patients at a large academic health care system between january 1, 2017, and december 31, 2018, a total of 189 vvs conducted by board-certified orthopaedic surgeons were included in the final analysis. Patient satisfaction scores were collected at the end of each vv by patient and parent rankings of the surgeon and the telemedicine service. Data on patients, visits, and connectivity sessions characteristics were collected and statistically compared between psd visits (n=33) versus those conducted for general pediatric orthopaedic indications (n=156). Results: although psd patients were older (15 +/- 3.7 vs. 12 +/- 4.7 y;p<0.01), mostly female (76% vs. 47%,p=0.003), and had longer vvs (8 +/- 4.6 vs. 5 +/- 3.6 min;p=0.003) versus their general pediatric orthopaedic counterparts, they demonstrated similarly high satisfaction scores for surgeon performance (5 +/- 0 vs. 4.8 +/- 0.1 points;p=0.08) and overall satisfaction (3 +/- 2.4 vs. 3.5 +/- 2.1;p=0.23). Approximately 80% of all vvs were conducted over mobile devices. Wait time was substantially less for psd vvs relative to subsequent office visits (13 +/- 10 vs. 41 +/- 30 min;p<0.001). Conclusions: our analysis found that telemedicine vvs provided a convenient alternative to traditional in-office visits for psd patients. Specifically, we found that psd patients received faster care with comparable satisfaction. The findings of our present analysis should encourage health care systems to continually evaluate and implement telehealth platforms to improve both the accessibility and appropriate quality of care.","English","telemedicine; pediatric spinal deformity (PSD); virtual visit (VV); and patient satisfaction; wait times","40",1
166,"Ashis","not vetted","Sacco, Alessio and Esposito, Flavio and Marchetto, Guido and Kolar, Grant and Schwetye, Kate","On edge computing for remote pathology consultations and computations","Ieee journal of biomedical and health informatics","2020","10.1109/JBHI.2020.3007661","Telepathology aims to replace the pathology operations performed on-site, but current systems are limited by their prohibitive cost, or by the adopted underlying technologies. In this work, we contribute to overcoming these limitations by bringing the recent advances of edge computing to reduce latency and increase local computation abilities to the pathology ecosystem. In particular, this paper presents livemicro, a system whose benefit is twofold: on one hand, it enables edge computing driven digital pathology computations, such as data-driven image processing on a live capture of the microscope. On the other hand, our system allows remote pathologists to diagnosis in collaboration in a single virtual microscope session, facilitating continuous medical education and remote consultation, crucial for under-served and remote hospital or private practice. Our results show the benefits and the principles underpinning our solution, with particular emphasis on how the pathologists interact with our application. Additionally, we developed simple yet effective diagnosis-aided algorithms to demonstrate the practicality of our approach.","English","Microscopy; Pathology; Edge computing; Education; Surgery; Streaming and media; Collaboration; Telepathology; edge computing; collaborative and pathology","24",1
167,"Ashis","not vetted","Anthonius Lim, Michael and Pranata, Raymond","Letter to the editor regarding 'the challenging battle of mankind against covid-19 outbreak: is this global international biological catastrophe the beginning of a new era?' - is telehealth the future of orthopaedic and rehabilitation in post-covid-19 era?","Journal of orthopaedic surgery","2020","10.1177/2309499020947840",NA,"English",NA,"28",1
168,"Ashis","not vetted","Sutherland, Anna Elizabeth and Stickland, Jane and Wee, Bee","Can video consultations replace face-to-face interviews? Palliative medicine and the covid-19 pandemic: rapid review","Bmj supportive & palliative care","2020","10.1136/bmjspcare-2020-002326","During the covid-19 pandemic, a strategy to minimise face-to-face (ftf) visits and limit viral spread is essential. Video consultations offer clinical assessment despite restricted movement of people. We undertook a rapid literature review to identify the highest currently available level of evidence to inform this major change in clinical practice. We present a narrative synthesis of the one international and one national guideline and two systematic reviews-all published within the last 18 months. The global evidence appears to support video consultations as an effective, accessible, acceptable and cost-effective method of service delivery. Organisations must ensure software is simple, effective, reliable and safe, with the highest level of security for confidentiality. Although video consultations cannot fully replace ftf, they can radically reduce the need for ftf and the risk of covid-19 spread in our communities while maintaining high standards of care. For patient safety, it will be critical to follow the who guidance regarding: a standard operating procedure; clinical protocols for when video consultations can (and cannot) be used; policies to ensure equity of access in disadvantaged populations; adequate staff training; and administrative support to coordinate appointments.","English","home care; hospice care; clinical assessment; service evaluation","10",1
169,"Ashis","not vetted","Chavis, Antwon and Bakken, Hayes and Ellenby, Miles and Hasan, Reem","Covid-19 and telehealth: prevention of exposure in a medically complex patient with a mild presentation","Journal of adolescent health","2020","10.1016/j.jadohealth.2020.06.001","The novel coronavirus disease-2019 (covid-19) was declared a pandemic by the world health organization on march 11, 2020. We discuss a less common presentation of covid-19 in a patient where the use of telemedicine technology prevented the exposure of the healthcare team in an academic general pediatrics clinic. A medically complex 20-year-old male presented via virtual visit for unilateral eye redness and discharge. He received topical ophthalmic antibiotics for presumed acute bacterial conjunctivitis and was counseled on return precautions. Three days later, the patient developed shortness of breath, fever to 102.6 degrees f, and chest pain. Covid-19 testing returned positive. Conjunctivitis is a presenting symptom in 32% of covid-19 cases. Current evidence suggests that these patients may transmit their illness at the time of presentation. Using telehealth, we avoided exposure to a covid-19-positive patient who would not have met criteria for testing or droplet precautions. Telehealth allows providers to triage patients, identifying those who need to be seen in person, thereby minimizing exposure. Transitioning toward virtual practice, particularly during a pandemic, prepares for the possibility of healthcare workers being quarantined but still able to provide care and minimizes exposure to asymptomatic patients or those with atypical symptoms. (C) 2020 society for adolescent health and medicine. All rights reserved.","English","COVID-19; Coronavirus; Conjunctivitis; Telehealth; Telemedicine; Virtual and medicine; Pandemic","67",1
170,"Ashis","not vetted","Jones, R. and Gupta, G. and Stothart, C. and Bertram, C. and McKay, D.","Rapid introduction of national health service attend anywhere video consultation during the covid-19 pandemic","British journal of dermatology","2020",NA,NA,"English",NA,"183",1
171,"Ashis","not vetted","Ramessur, R. and Singh-Raghunath, R. and Brown, A. and Brazil, D. and DeSilva, B.","A quality improvement project evaluating patient and clinician experience of video consultations in outpatient dermatology","British journal of dermatology","2020",NA,NA,"English",NA,"183",1
172,"Ashis","not vetted","Prada, Valeria and Bellone, Emilia and Schenone, Angelo and Grandis, Marina","The suspected sars-cov-2 infection in a charcot-marie-tooth patient undergoing postsurgical rehabilitation: the value of telerehabilitation for evaluation and continuing treatment","International journal of rehabilitation research","2020","10.1097/MRR.0000000000000418","We report, to the best of our knowledge, the first case of a probable covid-19 infection in a 28-year-old man with charcot-marie-tooth disease. The diagnosis was established through a remote interaction with the patient after early discharge from outpatient therapy due to upcoming traveling restrictions. The covid-19 disease appeared mild, without major respiratory problems, and no obvious neuromuscular deterioration was reported or observed. Telerehabilitation provided an opportunity to continue with hand rehabilitation after tendon transfer surgery, perform an ad-hoc online evaluation, and advise the patient how to prevent the spread of infection and cope with restrictions limiting outpatient visits. This experience seems valuable for further development of telerehabilitation in anticipation of future pandemics or adversarial events since it allows reaching out to patients unable to travel and overcomes the need for regular outpatient visits.","English","Charcot-Marie-Tooth disease; COVID-19; neuropathy; SARS-Cov-2; and telerehabilitation","43",1
173,"Ashis","not vetted","Choi, Namkee G. and Marti, C. Nathan and Wilson, Nancy L. and Chen, Guoqing John and Sirrianni, Leslie and Hegel, Mark T. and Bruce, Martha L. and Kunik, Mark E.","Effect of telehealth treatment by lay counselors vs by clinicians on depressive symptoms among older adults who are homebound a randomized clinical trial","Jama network open","2020","10.1001/jamanetworkopen.2020.15648","Importance older adults who are homebound and have low income have limited access to psychosocial treatments because of their homebound state and geriatric mental health workforce shortages. Objective to evaluate clinical effectiveness of a brief, aging service-integrated, videoconferenced behavioral activation (tele-ba) treatment delivered by lay counselors compared with videoconferenced problem-solving therapy (tele-pst) delivered by licensed clinicians and attention control (ac; telephone support calls). Design, setting, and participants this 3-group randomized clinical trial using a randomization prior to consent approach included individuals aged 50 years or older who were homebound and had 24-item hamilton depression rating scale (hamd) scores of 15 or greater between february 15, 2016, and april 15, 2019. Tele-ba and tele-pst participants received 5 weekly treatment sessions. Assessments were performed at baseline and 12, 24, and 36 weeks after baseline. Intention-to-treat statistical analyses were performed from january 1, 2020, to february 15, 2020. Interventions tele-ba participants were taught 5 steps for reinforcing healthy behaviors to improve mood, physical functioning, and social engagement. Tele-pst participants were taught a 7-step approach for problem solving coping skills. Main outcomes and measures the primary outcome was the 24-item hamd scores. Response (ie, >= 50% reduction in hamd) and remission (ie, hamd <10) rates and effect sizes for clinically meaningful differences were examined. Secondary outcomes were disability, social engagement and activity frequency, and satisfaction with participation in social roles. Results a total of 277 participants were enrolled, including 193 (69.7%) women, 83 (30.0%) who were black, 81 (29.2%) who were hispanic, and 255 (92.1%) with income of $35000 or less. The mean (sd) age was 67.5 (8.9) years. Among these, 90 participants were randomized to tele-ba, 93 participants were randomized to tele-pst, and 94 participants were randomized to the ac. Compared with participants in the ac group, participants in the tele-ba and tele-pst groups had significantly higher response and remission rates and medium to large effect sizes (tele-ba: raw growth modeling analysis d = 0.62 [95% ci, 0.35 to 0.89]; p < .001; tele-pst: raw growth modeling analysis d = 1.00 [95% ci, 0.73 to 1.26]; p < .001) for hamd scores. While tele-pst was significantly more effective than tele-ba for reducing hamd scores (t(258) = -2.79; p = .006), there was no difference between tele-ba and tele-pst on secondary outcomes. Conclusions and relevance in this randomized clinical trial, participants who received tele-ba by lay counselors achieved statistically and clinically meaningful changes in depressive symptoms. Given shortages of licensed mental health clinicians, tele- and lay counselor-delivered services may help improve access to evidence-based depression treatment for large numbers of underserved older adults. Question is tele-delivered behavioral activation (tele-ba) treatment by bachelor's-level lay counselors for older adults who are depressed and homebound with low income clinically effective? Findings in this randomized clinical trial with 277 participants, tele-ba by lay counselors and tele-delivered problem-solving therapy by licensed clinicians were significantly more effective than telephone support calls in improving depressive symptoms, disability, social engagement and activities, and satisfaction with participation in social roles. Tele-ba was significantly less effective than tele-delivered problem-solving therapy in reducing depressive symptoms, but there were no differences in other outcomes. Meaning these findings suggest that tele-ba by lay counselors for older adults with low income who are homebound was an effective depression treatment.","English",NA,"3",1
174,"Ashis","not vetted","Corden, E. and Rogers, A. K. and Woo, W. A. and Simmonds, R. and Mitchell, C. D.","A targeted response to the covid-19 pandemic: analysing effectiveness of remote consultations for triage and management of routine dermatology referrals","Clinical and experimental dermatology","2020","10.1111/ced.14289","During the uk's covid-19 pandemic lockdown there was national guidance to suspend routine dermatology work. As a consequence, over 800 patient appointments in a district general dermatology department were temporarily suspended. Remote consultations were carried out to triage and manage referrals, via telephone or video consultations. Data were prospectively recorded on 488 patient interactions. Outcomes included advice/treatment, discharge, surgery or clinic review; 25% of patients were either uncontactable or their problem had resolved. Over a third of referrals were discharged with advice/treatment initiated remotely; 56% of referred dermatoses required further clinical review; 25% of lesion referrals were booked directly to surgery. This process was time-intensive for the clinicians involved, and triage mechanisms could be improved. Sufficient referral information allows remote diagnosis; implementation of management plans and appropriate discharge of patients. This process has been shown to be feasible, and may be a temporary solution for other covid-19 impacted dermatology departments.","English",NA,"45",1
175,"Ashis","not vetted","Saiyed, Masnoon and Hill, Anne J. and Russell, Trevor G. and Theodoros, Deborah G. and Scuffham, Paul","Cost analysis of home telerehabilitation for speech treatment in people with parkinson's disease","Journal of telemedicine and telecare",NA,"10.1177/1357633X20948302","Introduction geographical barriers and impaired physical mobility among people with parkinson's disease (pd) hinder their timely access to speech pathology services. We compared the costs of delivering a speech treatment via in-person consultation versus telerehabilitation. Methods we used data from a non-inferiority randomised controlled trial delivering the lee silverman voice treatment (lsvt loud (r)), where patients with dysarthria associated with pd were assigned to either the urban in-person group (n = 16) or the urban online group (n = 15), supplemented with a non-randomised group (regional online;n = 21). We compared costs over a one-month treatment period from a health-system perspective and a patient perspective. Results the mean treatment costs of both urban online ($1076) and regional ($1206) treatments tended to be slightly higher than urban in-person ($1020) from a health-system perspective. From a patient perspective, the mean treatment cost was $831 in the urban in-person group, $247 in the urban online group and $200 in the regional group. Discussion lsvt loud (r) may be delivered via telerehabilitation at a slightly higher cost than in-person delivery from a health-system perspective, but it is cost saving from a patient perspective. Telerehabilitation is an economically beneficial alternative for the delivery of the lsvt loud (r) programme in pd patients with speech disorders.","English","Telerehabilitation; telemedicine; Parkinson's disease; cost; speech and pathology",NA,1
176,"Ashis","not vetted","Dorman, Guido and Alvarez Dengra, Agustin and Fiorini, Adriana and Failla, Belen and Vallejos, Florencia and Pontello, Noelia and Roca, Maria and Bustin, Julian","Experience and results with a telehealth treatment program in patients with cognitive disorders during thecovid-19 pandemic","International journal of geriatric psychiatry","2020","10.1002/gps.5396",NA,"English",NA,"35",1
177,"Ashis","not vetted","Bishop, Christine E. and Jackson, Laura E. and Vats, Kalyani R. and Azzuqa, Abeer A.","Prenatal neonatology telemedicine consultation for patients with fetal anomalies during the covid-19 pandemic era: rapid implementation and lessons learned","Journal of perinatology","2020","10.1038/s41372-020-00787-9",NA,"English",NA,"40",1
178,"Ashis","not vetted","Lopez, Cristina and Gilmore, Amanda K. and Moreland, Angela and Danielson, Carla Kmett and Acierno, Ron","Meeting kids where they are at-a substance use and sexual risk prevention program via telemedicine for african american girls: usability and acceptability study","Journal of medical internet research","2020","10.2196/16725","Background: rural african american youth lack access to drug and sexual risk-taking prevention programs available in more urban areas. Recent data indicate that rural youth now use substances at higher rates and at younger ages than their urban peers. Objective: this study aims to evaluate the initial usability and acceptability of a low-cost, technology-based approach to delivering effective, culturally tailored, integrated substance use disorder (sud) and hiv risk behavior prevention programs to african american female youth to inform the use of this intervention via telemedicine for rural youth. Methods: effective sud prevention strategies and emotion regulation skills were integrated into an existing evidence-based hiv risk reduction program culturally tailored for african american female adolescents-sisters informing, healing, living, and empowering (sihle)-and delivered to 39 african american female youth via group telehealth. The evaluation of the resulting program, 12-session sihleplus, was completed by 27 girls who also completed self-report measures that assessed sexual risk behaviors (eg, number of partners and age of sex initiation), substance use, exposure to traumatic events, and emotion regulation. Results: the descriptive and qualitative results of the pilot study demonstrate the initial usability and acceptability of delivering evidence-based prevention successfully via telehealth to help address health disparities in this vulnerable population. Conclusions: although more research is needed, the findings from this study suggest that sihleplus has demonstrated initial usability and acceptability.","English","adolescents; substance use; sexual risk reduction; telehealth; and prevention programs; mobile phone","22",1
179,"Ashis","not vetted","Timm, Brennan and Jayarajan, Jyotsna and Liodakis, Peter and O'Connor, Ellen and Bolton, Damien","Discussion: doctor-in-training delivered telehealth consultations, a safe and supported environment for clinical education","Anz journal of surgery","2020","10.1111/ans.16229",NA,"English",NA,"90",1
